buyPrice,sellPrice,date,dateInDatetime
0.540098,0.542703,946850400,2000-01-03T00:00:00
0.540793,0.543401,946936800,2000-01-04T00:00:00
0.535815,0.538399,947023200,2000-01-05T00:00:00
0.535141,0.537722,947109600,2000-01-06T00:00:00
0.535157,0.537738,947196000,2000-01-07T00:00:00
0.535157,0.537738,947541600,2000-01-11T00:00:00
0.539609,0.542212,947628000,2000-01-12T00:00:00
0.539275,0.541876,947714400,2000-01-13T00:00:00
0.540333,0.542939,947800800,2000-01-14T00:00:00
0.542726,0.545344,948060000,2000-01-17T00:00:00
0.546235,0.548869,948146400,2000-01-18T00:00:00
0.546401,0.549036,948232800,2000-01-19T00:00:00
0.546246,0.54888,948319200,2000-01-20T00:00:00
0.546873,0.54951,948405600,2000-01-21T00:00:00
0.547216,0.549855,948664800,2000-01-24T00:00:00
0.55032,0.552974,948751200,2000-01-25T00:00:00
0.550331,0.552985,948837600,2000-01-26T00:00:00
0.550795,0.553451,948924000,2000-01-27T00:00:00
0.553281,0.555949,949010400,2000-01-28T00:00:00
0.555761,0.558441,949269600,2000-01-31T00:00:00
0.557882,0.560572,949356000,2000-02-01T00:00:00
0.559804,0.562503,949442400,2000-02-02T00:00:00
0.560872,0.563577,949528800,2000-02-03T00:00:00
0.560361,0.563063,949615200,2000-02-04T00:00:00
0.559385,0.562082,949874400,2000-02-07T00:00:00
0.561722,0.564431,949960800,2000-02-08T00:00:00
0.558858,0.561553,950047200,2000-02-09T00:00:00
0.558478,0.561171,950133600,2000-02-10T00:00:00
0.560223,0.562924,950220000,2000-02-11T00:00:00
0.561976,0.564686,950479200,2000-02-14T00:00:00
0.562077,0.564787,950565600,2000-02-15T00:00:00
0.563961,0.56668,950652000,2000-02-16T00:00:00
0.564291,0.567012,950738400,2000-02-17T00:00:00
0.562425,0.565137,950824800,2000-02-18T00:00:00
0.564555,0.567277,951084000,2000-02-21T00:00:00
0.565309,0.568035,951170400,2000-02-22T00:00:00
0.561378,0.564085,951256800,2000-02-23T00:00:00
0.560952,0.563657,951343200,2000-02-24T00:00:00
0.565007,0.567732,951429600,2000-02-25T00:00:00
0.567767,0.570505,951688800,2000-02-28T00:00:00
0.573036,0.575799,951775200,2000-02-29T00:00:00
0.572057,0.574816,951861600,2000-03-01T00:00:00
0.573831,0.576598,951948000,2000-03-02T00:00:00
0.572295,0.575055,952034400,2000-03-03T00:00:00
0.574423,0.577193,952293600,2000-03-06T00:00:00
0.576777,0.579558,952380000,2000-03-07T00:00:00
0.578161,0.580949,952466400,2000-03-08T00:00:00
0.579062,0.581854,952552800,2000-03-09T00:00:00
0.577784,0.58057,952639200,2000-03-10T00:00:00
0.5783,0.581089,952898400,2000-03-13T00:00:00
0.577039,0.579822,952984800,2000-03-14T00:00:00
0.579391,0.582185,953071200,2000-03-15T00:00:00
0.579391,0.582185,953503200,2000-03-20T00:00:00
0.579855,0.582651,953589600,2000-03-21T00:00:00
0.580474,0.583273,953676000,2000-03-22T00:00:00
0.583332,0.586145,953762400,2000-03-23T00:00:00
0.58192,0.584726,953848800,2000-03-24T00:00:00
0.581412,0.584216,954104400,2000-03-27T00:00:00
0.582095,0.584902,954190800,2000-03-28T00:00:00
0.58408,0.586896,954277200,2000-03-29T00:00:00
0.586882,0.589712,954363600,2000-03-30T00:00:00
0.588318,0.591155,954450000,2000-03-31T00:00:00
0.58806,0.590896,954709200,2000-04-03T00:00:00
0.588608,0.591446,954795600,2000-04-04T00:00:00
0.589854,0.592698,954882000,2000-04-05T00:00:00
0.586075,0.588901,954968400,2000-04-06T00:00:00
0.588688,0.591527,955054800,2000-04-07T00:00:00
0.590351,0.593198,955314000,2000-04-10T00:00:00
0.590117,0.592963,955400400,2000-04-11T00:00:00
0.590736,0.593585,955486800,2000-04-12T00:00:00
0.592117,0.594972,955573200,2000-04-13T00:00:00
0.592477,0.595334,955659600,2000-04-14T00:00:00
0.590948,0.593798,955918800,2000-04-17T00:00:00
0.593047,0.595907,956005200,2000-04-18T00:00:00
0.595491,0.598363,956091600,2000-04-19T00:00:00
0.596675,0.599552,956178000,2000-04-20T00:00:00
0.599761,0.602653,956264400,2000-04-21T00:00:00
0.599749,0.602641,956523600,2000-04-24T00:00:00
0.599234,0.602124,956610000,2000-04-25T00:00:00
0.604097,0.60701,956696400,2000-04-26T00:00:00
0.605852,0.608773,956782800,2000-04-27T00:00:00
0.606302,0.609226,956869200,2000-04-28T00:00:00
0.609305,0.612243,957128400,2000-05-01T00:00:00
0.611207,0.614154,957214800,2000-05-02T00:00:00
0.610571,0.613515,957301200,2000-05-03T00:00:00
0.616313,0.619285,957387600,2000-05-04T00:00:00
0.615889,0.618859,957474000,2000-05-05T00:00:00
0.615074,0.61804,957733200,2000-05-08T00:00:00
0.617146,0.620122,957819600,2000-05-09T00:00:00
0.616751,0.619725,957906000,2000-05-10T00:00:00
0.613289,0.616246,957992400,2000-05-11T00:00:00
0.614317,0.617279,958078800,2000-05-12T00:00:00
0.616019,0.61899,958338000,2000-05-15T00:00:00
0.613903,0.616863,958424400,2000-05-16T00:00:00
0.617248,0.620224,958510800,2000-05-17T00:00:00
0.620541,0.623533,958597200,2000-05-18T00:00:00
0.620935,0.623929,958942800,2000-05-22T00:00:00
0.620561,0.623553,959029200,2000-05-23T00:00:00
0.617779,0.620758,959115600,2000-05-24T00:00:00
0.618675,0.621658,959202000,2000-05-25T00:00:00
0.620981,0.623975,959288400,2000-05-26T00:00:00
0.617754,0.620733,959547600,2000-05-29T00:00:00
0.616037,0.619008,959634000,2000-05-30T00:00:00
0.613665,0.616624,959720400,2000-05-31T00:00:00
0.614742,0.617706,959806800,2000-06-01T00:00:00
0.614701,0.617665,959893200,2000-06-02T00:00:00
0.612058,0.615009,960152400,2000-06-05T00:00:00
0.613336,0.616294,960238800,2000-06-06T00:00:00
0.61082,0.613765,960325200,2000-06-07T00:00:00
0.610892,0.613838,960411600,2000-06-08T00:00:00
0.608132,0.611064,960498000,2000-06-09T00:00:00
0.61343,0.616388,960757200,2000-06-12T00:00:00
0.612992,0.615948,960843600,2000-06-13T00:00:00
0.611057,0.614004,960930000,2000-06-14T00:00:00
0.611319,0.614267,961016400,2000-06-15T00:00:00
0.614463,0.617426,961102800,2000-06-16T00:00:00
0.613363,0.616321,961362000,2000-06-19T00:00:00
0.612768,0.615723,961448400,2000-06-20T00:00:00
0.615098,0.618064,961534800,2000-06-21T00:00:00
0.617993,0.620973,961621200,2000-06-22T00:00:00
0.619472,0.622459,961707600,2000-06-23T00:00:00
0.619986,0.622976,961966800,2000-06-26T00:00:00
0.622923,0.625927,962053200,2000-06-27T00:00:00
0.621992,0.624991,962139600,2000-06-28T00:00:00
0.621786,0.624784,962226000,2000-06-29T00:00:00
0.618985,0.62197,962312400,2000-06-30T00:00:00
0.618098,0.621079,962571600,2000-07-03T00:00:00
0.621018,0.624013,962658000,2000-07-04T00:00:00
0.621812,0.62481,962744400,2000-07-05T00:00:00
0.620322,0.623313,962830800,2000-07-06T00:00:00
0.620415,0.623407,962917200,2000-07-07T00:00:00
0.622774,0.625777,963176400,2000-07-10T00:00:00
0.622112,0.625112,963262800,2000-07-11T00:00:00
0.621957,0.624956,963349200,2000-07-12T00:00:00
0.623434,0.62644,963435600,2000-07-13T00:00:00
0.627294,0.630319,963522000,2000-07-14T00:00:00
0.628258,0.631288,963781200,2000-07-17T00:00:00
0.628565,0.631596,963867600,2000-07-18T00:00:00
0.628771,0.631803,963954000,2000-07-19T00:00:00
0.632772,0.635823,964040400,2000-07-20T00:00:00
0.632636,0.635687,964126800,2000-07-21T00:00:00
0.629952,0.63299,964386000,2000-07-24T00:00:00
0.631079,0.634122,964472400,2000-07-25T00:00:00
0.6292,0.632234,964558800,2000-07-26T00:00:00
0.629771,0.632808,964645200,2000-07-27T00:00:00
0.630456,0.633496,964731600,2000-07-28T00:00:00
0.634207,0.637265,964990800,2000-07-31T00:00:00
0.635514,0.638579,965077200,2000-08-01T00:00:00
0.634751,0.637812,965163600,2000-08-02T00:00:00
0.638832,0.641913,965250000,2000-08-03T00:00:00
0.642232,0.645329,965336400,2000-08-04T00:00:00
0.641393,0.644486,965595600,2000-08-07T00:00:00
0.64173,0.644824,965682000,2000-08-08T00:00:00
0.643981,0.647086,965768400,2000-08-09T00:00:00
0.645393,0.648505,965854800,2000-08-10T00:00:00
0.643845,0.64695,965941200,2000-08-11T00:00:00
0.642015,0.645111,966200400,2000-08-14T00:00:00
0.645329,0.648441,966286800,2000-08-15T00:00:00
0.64329,0.646392,966373200,2000-08-16T00:00:00
0.644228,0.647335,966459600,2000-08-17T00:00:00
0.64243,0.645528,966546000,2000-08-18T00:00:00
0.644912,0.648022,966805200,2000-08-21T00:00:00
0.647155,0.650276,966891600,2000-08-22T00:00:00
0.649579,0.652711,966978000,2000-08-23T00:00:00
0.650323,0.653459,967064400,2000-08-24T00:00:00
0.648053,0.651178,967150800,2000-08-25T00:00:00
0.648353,0.651479,967410000,2000-08-28T00:00:00
0.649813,0.652946,967496400,2000-08-29T00:00:00
0.651328,0.654469,967669200,2000-08-31T00:00:00
0.653448,0.656599,967755600,2000-09-01T00:00:00
0.653133,0.656282,968014800,2000-09-04T00:00:00
0.651998,0.655142,968101200,2000-09-05T00:00:00
0.655935,0.659098,968187600,2000-09-06T00:00:00
0.659021,0.662199,968274000,2000-09-07T00:00:00
0.66131,0.664499,968360400,2000-09-08T00:00:00
0.662022,0.665214,968619600,2000-09-11T00:00:00
0.665825,0.669036,968706000,2000-09-12T00:00:00
0.665341,0.668549,968792400,2000-09-13T00:00:00
0.66492,0.668126,968878800,2000-09-14T00:00:00
0.665022,0.668229,968965200,2000-09-15T00:00:00
0.666201,0.669413,969224400,2000-09-18T00:00:00
0.669975,0.673206,969310800,2000-09-19T00:00:00
0.669641,0.67287,969397200,2000-09-20T00:00:00
0.672552,0.675795,969483600,2000-09-21T00:00:00
0.671122,0.674358,969570000,2000-09-22T00:00:00
0.661116,0.664304,969829200,2000-09-25T00:00:00
0.665412,0.668621,969915600,2000-09-26T00:00:00
0.664598,0.667803,970002000,2000-09-27T00:00:00
0.663209,0.666407,970088400,2000-09-28T00:00:00
0.663434,0.666633,970174800,2000-09-29T00:00:00
0.665885,0.669096,970434000,2000-10-02T00:00:00
0.665712,0.668922,970520400,2000-10-03T00:00:00
0.66709,0.670307,970606800,2000-10-04T00:00:00
0.667826,0.671046,970693200,2000-10-05T00:00:00
0.66804,0.671261,970779600,2000-10-06T00:00:00
0.66958,0.672809,971038800,2000-10-09T00:00:00
0.670718,0.673952,971125200,2000-10-10T00:00:00
0.670254,0.673486,971211600,2000-10-11T00:00:00
0.669975,0.673206,971298000,2000-10-12T00:00:00
0.672607,0.67585,971384400,2000-10-13T00:00:00
0.673165,0.676411,971643600,2000-10-16T00:00:00
0.677795,0.681063,971730000,2000-10-17T00:00:00
0.678265,0.681536,971816400,2000-10-18T00:00:00
0.677789,0.681057,971902800,2000-10-19T00:00:00
0.681364,0.68465,971989200,2000-10-20T00:00:00
0.68136,0.684646,972248400,2000-10-23T00:00:00
0.683325,0.68662,972334800,2000-10-24T00:00:00
0.683448,0.686744,972421200,2000-10-25T00:00:00
0.686462,0.689772,972507600,2000-10-26T00:00:00
0.687943,0.69126,972594000,2000-10-27T00:00:00
0.685775,0.689082,972856800,2000-10-30T00:00:00
0.682053,0.685342,972943200,2000-10-31T00:00:00
0.682686,0.685978,973029600,2000-11-01T00:00:00
0.679963,0.683242,973116000,2000-11-02T00:00:00
0.678048,0.681318,973202400,2000-11-03T00:00:00
0.675927,0.679186,973461600,2000-11-06T00:00:00
0.677443,0.68071,973548000,2000-11-07T00:00:00
0.680244,0.683524,973634400,2000-11-08T00:00:00
0.680848,0.684131,973720800,2000-11-09T00:00:00
0.68196,0.685248,973807200,2000-11-10T00:00:00
0.678405,0.681676,974066400,2000-11-13T00:00:00
0.680652,0.683934,974152800,2000-11-14T00:00:00
0.68211,0.685399,974239200,2000-11-15T00:00:00
0.681799,0.685087,974325600,2000-11-16T00:00:00
0.682942,0.686235,974412000,2000-11-17T00:00:00
0.683645,0.686942,974671200,2000-11-20T00:00:00
0.686461,0.689771,974757600,2000-11-21T00:00:00
0.687009,0.690322,974844000,2000-11-22T00:00:00
0.68836,0.691679,974930400,2000-11-23T00:00:00
0.688849,0.692171,975016800,2000-11-24T00:00:00
0.689042,0.692365,975276000,2000-11-27T00:00:00
0.689213,0.692536,975362400,2000-11-28T00:00:00
0.685762,0.689069,975448800,2000-11-29T00:00:00
0.682883,0.686176,975535200,2000-11-30T00:00:00
0.682101,0.68539,975621600,2000-12-01T00:00:00
0.681032,0.684316,975880800,2000-12-04T00:00:00
0.676239,0.6795,975967200,2000-12-05T00:00:00
0.679404,0.68268,976053600,2000-12-06T00:00:00
0.678875,0.682149,976140000,2000-12-07T00:00:00
0.675379,0.678636,976226400,2000-12-08T00:00:00
0.677108,0.680373,976485600,2000-12-11T00:00:00
0.68112,0.684404,976572000,2000-12-12T00:00:00
0.681996,0.685285,976658400,2000-12-13T00:00:00
0.682812,0.686105,976744800,2000-12-14T00:00:00
0.680589,0.683871,976831200,2000-12-15T00:00:00
0.676099,0.679359,977090400,2000-12-18T00:00:00
0.677675,0.680943,977176800,2000-12-19T00:00:00
0.679627,0.682904,977263200,2000-12-20T00:00:00
0.67482,0.678074,977349600,2000-12-21T00:00:00
0.672232,0.675474,977436000,2000-12-22T00:00:00
0.669967,0.673198,977695200,2000-12-25T00:00:00
0.671765,0.675004,977781600,2000-12-26T00:00:00
0.671765,0.675004,978386400,2001-01-02T00:00:00
0.666774,0.669989,978472800,2001-01-03T00:00:00
0.663827,0.667028,978559200,2001-01-04T00:00:00
0.666535,0.669749,978645600,2001-01-05T00:00:00
0.663739,0.66694,978904800,2001-01-08T00:00:00
0.665881,0.669092,978991200,2001-01-09T00:00:00
0.668482,0.671705,979077600,2001-01-10T00:00:00
0.668765,0.67199,979164000,2001-01-11T00:00:00
0.665689,0.668899,979250400,2001-01-12T00:00:00
0.665497,0.668706,979509600,2001-01-15T00:00:00
0.669328,0.672556,979596000,2001-01-16T00:00:00
0.669776,0.673006,979682400,2001-01-17T00:00:00
0.670539,0.673772,979768800,2001-01-18T00:00:00
0.670193,0.673425,979855200,2001-01-19T00:00:00
0.670836,0.674071,980114400,2001-01-22T00:00:00
0.674946,0.678201,980200800,2001-01-23T00:00:00
0.671612,0.674851,980287200,2001-01-24T00:00:00
0.675064,0.678319,980373600,2001-01-25T00:00:00
0.679253,0.682528,980460000,2001-01-26T00:00:00
0.677248,0.680514,980719200,2001-01-29T00:00:00
0.678813,0.682086,980805600,2001-01-30T00:00:00
0.679162,0.682437,980892000,2001-01-31T00:00:00
0.676431,0.679693,980978400,2001-02-01T00:00:00
0.673052,0.676298,981064800,2001-02-02T00:00:00
0.673207,0.676453,981324000,2001-02-05T00:00:00
0.673373,0.67662,981410400,2001-02-06T00:00:00
0.676516,0.679778,981496800,2001-02-07T00:00:00
0.676702,0.679965,981583200,2001-02-08T00:00:00
0.68067,0.683952,981669600,2001-02-09T00:00:00
0.680153,0.683433,981928800,2001-02-12T00:00:00
0.679003,0.682277,982015200,2001-02-13T00:00:00
0.679556,0.682833,982101600,2001-02-14T00:00:00
0.682686,0.685978,982188000,2001-02-15T00:00:00
0.685998,0.689306,982274400,2001-02-16T00:00:00
0.685039,0.688342,982533600,2001-02-19T00:00:00
0.683074,0.686368,982620000,2001-02-20T00:00:00
0.688001,0.691319,982706400,2001-02-21T00:00:00
0.685391,0.688696,982792800,2001-02-22T00:00:00
0.957879,0.962499,982879200,2001-02-23T00:00:00
1.072988,1.078163,983138400,2001-02-26T00:00:00
0.946306,0.95087,983224800,2001-02-27T00:00:00
0.906164,0.910535,983311200,2001-02-28T00:00:00
0.920678,0.925119,983397600,2001-03-01T00:00:00
0.915708,0.920125,983484000,2001-03-02T00:00:00
0.903721,0.90808,983743200,2001-03-05T00:00:00
0.887605,0.891886,984348000,2001-03-12T00:00:00
0.923349,0.927802,984434400,2001-03-13T00:00:00
0.941519,0.94606,984520800,2001-03-14T00:00:00
0.999788,1.00461,984607200,2001-03-15T00:00:00
1.007034,1.011891,984693600,2001-03-16T00:00:00
0.994032,0.998826,984952800,2001-03-19T00:00:00
0.986915,0.991675,985039200,2001-03-20T00:00:00
0.971361,0.976046,985125600,2001-03-21T00:00:00
0.971999,0.976687,985212000,2001-03-22T00:00:00
0.97955,0.984275,985298400,2001-03-23T00:00:00
0.976366,0.981075,985554000,2001-03-26T00:00:00
0.976956,0.981668,985640400,2001-03-27T00:00:00
0.98197,0.986706,985726800,2001-03-28T00:00:00
0.992354,0.99714,985813200,2001-03-29T00:00:00
1.056544,1.06164,985899600,2001-03-30T00:00:00
1.02056,1.025482,986158800,2001-04-02T00:00:00
1.114738,1.120115,986245200,2001-04-03T00:00:00
1.232604,1.238549,986331600,2001-04-04T00:00:00
1.228362,1.234287,986418000,2001-04-05T00:00:00
1.198331,1.204111,986504400,2001-04-06T00:00:00
1.182079,1.18778,986763600,2001-04-09T00:00:00
1.236304,1.242267,986850000,2001-04-10T00:00:00
1.278832,1.285,986936400,2001-04-11T00:00:00
1.278861,1.285029,987022800,2001-04-12T00:00:00
1.255848,1.261905,987109200,2001-04-13T00:00:00
1.196545,1.202316,987368400,2001-04-16T00:00:00
1.16842,1.174055,987454800,2001-04-17T00:00:00
1.215817,1.221681,987541200,2001-04-18T00:00:00
1.252918,1.258961,987627600,2001-04-19T00:00:00
1.224322,1.230227,987714000,2001-04-20T00:00:00
1.228355,1.23428,988059600,2001-04-24T00:00:00
1.227629,1.23355,988146000,2001-04-25T00:00:00
1.213189,1.21904,988232400,2001-04-26T00:00:00
1.224807,1.230714,988318800,2001-04-27T00:00:00
1.160566,1.166164,988578000,2001-04-30T00:00:00
1.137693,1.14318,988664400,2001-05-01T00:00:00
1.137621,1.143108,988750800,2001-05-02T00:00:00
1.158097,1.163683,988837200,2001-05-03T00:00:00
1.159968,1.165563,988923600,2001-05-04T00:00:00
1.135287,1.140763,989182800,2001-05-07T00:00:00
1.132988,1.138453,989269200,2001-05-08T00:00:00
1.140021,1.145519,989355600,2001-05-09T00:00:00
1.1464,1.151929,989442000,2001-05-10T00:00:00
1.134964,1.140438,989528400,2001-05-11T00:00:00
1.145357,1.150881,989787600,2001-05-14T00:00:00
1.145562,1.151087,989874000,2001-05-15T00:00:00
1.139878,1.145376,989960400,2001-05-16T00:00:00
1.125503,1.130931,990046800,2001-05-17T00:00:00
1.107787,1.11313,990133200,2001-05-18T00:00:00
1.10306,1.10838,990392400,2001-05-21T00:00:00
1.110096,1.11545,990478800,2001-05-22T00:00:00
1.104271,1.109597,990565200,2001-05-23T00:00:00
1.110525,1.115881,990651600,2001-05-24T00:00:00
1.111611,1.116972,990738000,2001-05-25T00:00:00
1.103585,1.108908,990997200,2001-05-28T00:00:00
1.116532,1.121917,991083600,2001-05-29T00:00:00
1.12173,1.12714,991170000,2001-05-30T00:00:00
1.15653,1.162108,991256400,2001-05-31T00:00:00
1.206147,1.211964,991342800,2001-06-01T00:00:00
1.144768,1.150289,991602000,2001-06-04T00:00:00
1.142707,1.148218,991688400,2001-06-05T00:00:00
1.165861,1.171484,991774800,2001-06-06T00:00:00
1.166695,1.172322,991861200,2001-06-07T00:00:00
1.1631,1.16871,991947600,2001-06-08T00:00:00
1.159381,1.164973,992206800,2001-06-11T00:00:00
1.191896,1.197645,992293200,2001-06-12T00:00:00
1.196294,1.202064,992379600,2001-06-13T00:00:00
1.223409,1.22931,992466000,2001-06-14T00:00:00
1.190448,1.19619,992552400,2001-06-15T00:00:00
1.195919,1.201687,992811600,2001-06-18T00:00:00
1.218594,1.224471,992898000,2001-06-19T00:00:00
1.236301,1.242264,992984400,2001-06-20T00:00:00
1.248899,1.254923,993070800,2001-06-21T00:00:00
1.273902,1.280046,993157200,2001-06-22T00:00:00
1.270159,1.276285,993416400,2001-06-25T00:00:00
1.293632,1.299871,993502800,2001-06-26T00:00:00
1.265213,1.271315,993589200,2001-06-27T00:00:00
1.245554,1.251561,993675600,2001-06-28T00:00:00
1.267415,1.273528,993762000,2001-06-29T00:00:00
1.252773,1.258815,994021200,2001-07-02T00:00:00
1.251537,1.257573,994107600,2001-07-03T00:00:00
1.269895,1.27602,994194000,2001-07-04T00:00:00
1.272204,1.27834,994280400,2001-07-05T00:00:00
1.273992,1.280137,994366800,2001-07-06T00:00:00
1.329379,1.335791,994626000,2001-07-09T00:00:00
1.301036,1.307311,994712400,2001-07-10T00:00:00
1.302393,1.308675,994798800,2001-07-11T00:00:00
1.335999,1.342443,994885200,2001-07-12T00:00:00
1.327656,1.334059,994971600,2001-07-13T00:00:00
1.325451,1.331844,995230800,2001-07-16T00:00:00
1.366647,1.373239,995317200,2001-07-17T00:00:00
1.482571,1.489722,995403600,2001-07-18T00:00:00
1.363668,1.370245,995490000,2001-07-19T00:00:00
1.328831,1.33524,995576400,2001-07-20T00:00:00
1.309072,1.315386,995835600,2001-07-23T00:00:00
1.315402,1.321746,995922000,2001-07-24T00:00:00
1.305571,1.311868,996008400,2001-07-25T00:00:00
1.316431,1.32278,996094800,2001-07-26T00:00:00
1.312123,1.318452,996181200,2001-07-27T00:00:00
1.318725,1.325085,996440400,2001-07-30T00:00:00
1.319881,1.326247,996526800,2001-07-31T00:00:00
1.323108,1.32949,996613200,2001-08-01T00:00:00
1.326319,1.332716,996699600,2001-08-02T00:00:00
1.334127,1.340562,996786000,2001-08-03T00:00:00
1.334314,1.34075,997045200,2001-08-06T00:00:00
1.345904,1.352395,997131600,2001-08-07T00:00:00
1.353015,1.359541,997218000,2001-08-08T00:00:00
1.36784,1.374437,997304400,2001-08-09T00:00:00
1.376313,1.382951,997390800,2001-08-10T00:00:00
1.379018,1.385669,997650000,2001-08-13T00:00:00
1.393846,1.400569,997736400,2001-08-14T00:00:00
1.465059,1.472125,997822800,2001-08-15T00:00:00
1.478535,1.485666,997909200,2001-08-16T00:00:00
1.453969,1.460982,997995600,2001-08-17T00:00:00
1.416832,1.423666,998254800,2001-08-20T00:00:00
1.418465,1.425306,998341200,2001-08-21T00:00:00
1.432228,1.439136,998427600,2001-08-22T00:00:00
1.453224,1.460233,998514000,2001-08-23T00:00:00
1.465478,1.472546,998600400,2001-08-24T00:00:00
1.441423,1.448375,998859600,2001-08-27T00:00:00
1.418216,1.425056,998946000,2001-08-28T00:00:00
1.400893,1.40765,999032400,2001-08-29T00:00:00
1.368548,1.375149,999205200,2001-08-31T00:00:00
1.358232,1.364783,999464400,2001-09-03T00:00:00
1.377862,1.384508,999550800,2001-09-04T00:00:00
1.419644,1.426491,999637200,2001-09-05T00:00:00
1.40803,1.414821,999723600,2001-09-06T00:00:00
1.390015,1.396719,999810000,2001-09-07T00:00:00
1.400927,1.407684,1000069200,2001-09-10T00:00:00
1.421809,1.428667,1000155600,2001-09-11T00:00:00
1.422009,1.428868,1000242000,2001-09-12T00:00:00
1.452111,1.459115,1000328400,2001-09-13T00:00:00
1.46574,1.472809,1000414800,2001-09-14T00:00:00
1.481539,1.488685,1000674000,2001-09-17T00:00:00
1.535857,1.543265,1000760400,2001-09-18T00:00:00
1.490086,1.497273,1000846800,2001-09-19T00:00:00
1.491023,1.498214,1000933200,2001-09-20T00:00:00
1.514658,1.521963,1001019600,2001-09-21T00:00:00
1.526978,1.534343,1001278800,2001-09-24T00:00:00
1.550358,1.557836,1001365200,2001-09-25T00:00:00
1.547055,1.554517,1001451600,2001-09-26T00:00:00
1.539535,1.54696,1001538000,2001-09-27T00:00:00
1.532969,1.540363,1001624400,2001-09-28T00:00:00
1.518666,1.525991,1001883600,2001-10-01T00:00:00
1.542719,1.55016,1001970000,2001-10-02T00:00:00
1.559478,1.567,1002056400,2001-10-03T00:00:00
1.574106,1.581698,1002142800,2001-10-04T00:00:00
1.585105,1.59275,1002229200,2001-10-05T00:00:00
1.575296,1.582894,1002488400,2001-10-08T00:00:00
1.611975,1.61975,1002574800,2001-10-09T00:00:00
1.620575,1.628391,1002661200,2001-10-10T00:00:00
1.636931,1.644826,1002747600,2001-10-11T00:00:00
1.590224,1.597894,1002834000,2001-10-12T00:00:00
1.584717,1.59236,1003093200,2001-10-15T00:00:00
1.596005,1.603703,1003179600,2001-10-16T00:00:00
1.622272,1.630096,1003266000,2001-10-17T00:00:00
1.627457,1.635306,1003352400,2001-10-18T00:00:00
1.622748,1.630575,1003438800,2001-10-19T00:00:00
1.636942,1.644837,1003698000,2001-10-22T00:00:00
1.621733,1.629555,1003784400,2001-10-23T00:00:00
1.603378,1.611111,1003870800,2001-10-24T00:00:00
1.598128,1.605836,1003957200,2001-10-25T00:00:00
1.608741,1.6165,1004043600,2001-10-26T00:00:00
1.591848,1.599526,1004392800,2001-10-30T00:00:00
1.589727,1.597394,1004479200,2001-10-31T00:00:00
1.587404,1.59506,1004565600,2001-11-01T00:00:00
1.565645,1.573196,1004652000,2001-11-02T00:00:00
1.560603,1.56813,1004911200,2001-11-05T00:00:00
1.55034,1.557818,1004997600,2001-11-06T00:00:00
1.533989,1.541388,1005084000,2001-11-07T00:00:00
1.54702,1.554482,1005170400,2001-11-08T00:00:00
1.537868,1.545285,1005256800,2001-11-09T00:00:00
1.549775,1.55725,1005516000,2001-11-12T00:00:00
1.554155,1.561651,1005602400,2001-11-13T00:00:00
1.556135,1.56364,1005688800,2001-11-14T00:00:00
1.532981,1.540375,1005775200,2001-11-15T00:00:00
1.515348,1.522657,1005861600,2001-11-16T00:00:00
1.50355,1.510802,1006120800,2001-11-19T00:00:00
1.471279,1.478375,1006207200,2001-11-20T00:00:00
1.457371,1.4644,1006293600,2001-11-21T00:00:00
1.484773,1.491934,1006380000,2001-11-22T00:00:00
1.492376,1.499574,1006466400,2001-11-23T00:00:00
1.484714,1.491875,1006725600,2001-11-26T00:00:00
1.472002,1.479102,1006812000,2001-11-27T00:00:00
1.469307,1.476394,1006898400,2001-11-28T00:00:00
1.474875,1.481989,1006984800,2001-11-29T00:00:00
1.484545,1.491705,1007071200,2001-11-30T00:00:00
1.473969,1.481078,1007330400,2001-12-03T00:00:00
1.482296,1.489445,1007416800,2001-12-04T00:00:00
1.470723,1.477817,1007503200,2001-12-05T00:00:00
1.449681,1.456673,1007589600,2001-12-06T00:00:00
1.446405,1.453381,1007676000,2001-12-07T00:00:00
1.444686,1.451654,1007935200,2001-12-10T00:00:00
1.438437,1.445375,1008021600,2001-12-11T00:00:00
1.430059,1.436956,1008108000,2001-12-12T00:00:00
1.423205,1.430069,1008194400,2001-12-13T00:00:00
1.402181,1.408944,1008280800,2001-12-14T00:00:00
1.427863,1.43475,1008712800,2001-12-19T00:00:00
1.461417,1.468466,1008799200,2001-12-20T00:00:00
1.473568,1.480675,1008885600,2001-12-21T00:00:00
1.470646,1.477739,1009144800,2001-12-24T00:00:00
1.464686,1.47175,1009231200,2001-12-25T00:00:00
1.44398,1.450945,1009317600,2001-12-26T00:00:00
1.448816,1.455804,1009404000,2001-12-27T00:00:00
1.433199,1.440112,1009490400,2001-12-28T00:00:00
1.439567,1.44651,1009749600,2001-12-31T00:00:00
1.446638,1.453615,1009922400,2002-01-02T00:00:00
1.440765,1.447714,1010008800,2002-01-03T00:00:00
1.426407,1.433287,1010095200,2002-01-04T00:00:00
1.403381,1.41015,1010354400,2002-01-07T00:00:00
1.390232,1.396937,1010440800,2002-01-08T00:00:00
1.386536,1.393223,1010527200,2002-01-09T00:00:00
1.394405,1.40113,1010613600,2002-01-10T00:00:00
1.382546,1.389214,1010700000,2002-01-11T00:00:00
1.373731,1.380357,1010959200,2002-01-14T00:00:00
1.357588,1.364136,1011045600,2002-01-15T00:00:00
1.362245,1.368815,1011132000,2002-01-16T00:00:00
